0.01,0.100072506
0.010722672,0.101251833
0.01149757,0.10240394
0.012328467,0.103524138
0.013219411,0.104607081
0.014174742,0.105646692
0.015199111,0.106636081
0.016297508,0.107567454
0.017475284,0.108432027
0.018738174,0.109219937
0.02009233,0.109826505
0.021544347,0.114649323
0.023101297,0.119051268
0.024770764,0.123360992
0.026560878,0.127557092
0.028480359,0.131616038
0.030538555,0.136074878
0.032745492,0.142018245
0.035111917,0.147790065
0.037649358,0.153357901
0.040370173,0.158689331
0.043287613,0.163753567
0.046415888,0.168523693
0.049770236,0.172979654
0.053366992,0.186402224
0.057223677,0.200497569
0.061359073,0.214635469
0.065793322,0.228864137
0.070548023,0.243278366
0.075646333,0.257836141
0.081113083,0.271535711
0.0869749,0.286110585
0.093260335,0.30199859
0.1,0.319762124
0.107226722,0.33365285
0.1149757,0.354583875
0.123284674,0.378064512
0.132194115,0.402624526
0.141747416,0.428310543
0.151991108,0.453616789
0.162975083,0.473237568
0.17475284,0.493717162
0.187381742,0.515091629
0.2009233,0.536933663
0.215443469,0.552948094
0.23101297,0.569538592
0.247707636,0.586716804
0.265608778,0.596065375
0.284803587,0.604782834
0.305385551,0.614458164
0.327454916,0.625455962
0.351119173,0.636822715
0.376493581,0.648557055
0.403701726,0.658365433
0.432876128,0.653542943
0.464158883,0.649204568
0.497702356,0.64533796
0.533669923,0.624337543
0.572236766,0.603127716
0.613590727,0.58291933
0.657933225,0.563661577
0.705480231,0.545306236
0.756463328,0.525373763
0.811130831,0.489475934
0.869749003,0.455331979
0.932603347,0.422840023
1,0.391904835
1.072267222,0.360255281
1.149756995,0.330343518
1.232846739,0.302057166
1.321941148,0.275291712
1.417474163,0.249949931
1.519911083,0.223935359
1.629750835,0.19121332
1.7475284,0.160688195
1.873817423,0.132197613
2.009233003,0.111115293
2.15443469,0.095183714
2.3101297,0.0815046
2.477076356,0.069765628
2.656087783,0.059963876
2.848035868,0.051538718
3.053855509,0.044283935
3.274549163,0.038039757
3.511191734,0.03266771
3.764935807,0.027862885
4.037017259,0.022679518
4.328761281,0.018478243
4.641588834,0.01506977
4.977023564,0.012301875
